18A1,"Y. Yano","RI BEAM FACTORY PROJECT AT RIKEN",
18A2,"W.L Zhan","PROGRESS OF THE HEAVY ION RESEARCH FACILITY IN LANZHOU",
18A3,"A. Geisler"," STATUS REPORT OF THE ACCEL 250 MEV MEDICAL CYCLOTRON",
18A4,"Rakesh K. Bhandari"," STATUS OF THE KOLKATA K500 SUPERCONDUCTING CYCLOTRON",
18B1,"B. Jacquot","GANIL STATUS REPORT",
18B2,"P. Miller"," STATUS OF THE COUPLED CYCLOTRON FACILITY AT NSCL",
18B3,"H. Fitze","DEVELOPMENTS AT PSI (INCLUDING NEW RF CAVITY)",
18C1,"L.Calabretta","LNS CATANIA PROJECT FOR THERAPY AND　RADIOISOTOPE PRODUCTION",
18C2,"K. Sato"," DEVELOPMENTS AT RCNP",
18C3,"G. Dutto","TRIUMF HIGH INTENSITY CYCLOTRON DEVELOPMENT FOR ISAC",
18C4,"J. S. Chai","DEVELOPMENT AND STATUS REPORT OF MEDICAL CYCLOTRON AT KIRAMS",
18C5,"S. Brandenburg","AGOR STATUS REPORT",
18C6,"P. Heikkinen","STATUS AND THE FUTURE PLANS OF THE JYVÄSKYLÄ K130 CYCLOTRON",
18P01,"P.N. Gibsona","SLIM (Secondary emission monitor for Low Interception Monitoring) AN INNOVATIVE NON-DESTRUCTIVE BEAM MONITOR FOR THE EXTRACTION LINES OF A HADRONTHERAPY CENTRE",
18P02,"S. Hojo","A BEAM ENERGY MEASUREMENT SYSTEM AT NIRS-930 CYCLOTRON",
18p03,"Susumu Okumura","INSTRUMENTATION FOR MEASUREMENT OF BEAM ENERGY SPREAD",
18P04,"N. Fukunishi","BEAM QUALITY STUDIES ON RIKEN RING CYCLOTRON   AND RI BEAM FACTORY",
18P05,"M. Dehnel","INDUSTRIAL BEAMLINE DESIGN FOR RADIOISOTOPE PRODUCTION",
18P07,"P. Belicev","INJECTION TRANSPORT LINE OF THE VINCY CYCLOTRON",
18P08,"D.T. Fourie"," NEW BEAM LINES FOR THE PRODUCTION OF RADIOISOTOPES AT ITHEMBA LABS",
18P09,"Lan Jing"," A BEAM DIAGNOSTIC AND CONTROL MODULE",
18P10,"Toshiya Tanabe","RIKEN RI-BEAM FACTORY POWER SUPPLY CONTROL SYSTEM UPDATE",
18P11,"J. Miszczak","CONTROL SYSTEM FOR THE WARSAW CYCLOTRON",
18P12,"T.W. Nijboer","BEAM-PHASE MEASUREMENT IN THE AGOR-CYCLOTRON",
18P13,"Yu-Seok Kim","DESIGN OF KIRAMS-13 CYCLOTRON CONTROL SYSTEM",
18P14,"J. Ohnishi"," CONSTRUCTION STATUS OF THE RIKEN INTERMEDIATE-STAGE RING CYCLOTRON (IRC)",
18P15,"N. Inabe"," FIXED-FREQUENCY RING CYCLOTRON (fRC) IN RIBF",
18P16,"B.N. Gikal","UPGRADING OF DC-40 CYCLOTRON",
18P17,"S. Ninomiya"," ULTRA HIGH STABILIZATION OF THE MAGNETIC FIELD OF THE RCNP CYCLOTRON",
18P18,"M. Fujita","PRESENT STATUS OF THE K=110 MEV AVF CYCLOTRON AT TOHOKU UNIVERSITY",
18P19,"T. Endo","H- ACCELERATION WITH AVF 930 CYCLOTRON",
18P20,"T.S. Duh","THE CURRENT STATUS AND FUTURE PROSPECTS OF TR 30/15 H-/DCYCLOTRON FACILITY AT INER IN TAIWAN",
18P21,"R. Risler","20 YEARS OF CLINICAL OPERATION WITH THE FAST NEUTRON THERAPY SYSTEM IN SEATTLE",
18P22,"T.Honma"," IMPROVEMENTS AND APPLICATIONS AT NIRS CYCLOTRON FACILITY",
18P23,"Y. Nakamura"," STATUS REPORT ON JAERI-AVF CYCLOTRON SYSTEM",
18P24,"M. Kase"," PRESENT STATUS OF THE RIKEN RING CYCLOTRON",
18P25,"Takashi Emoto"," CO-GENERATION SYSTEM FOR RIBF",
18P26,"Joonsun Kang","DESIGN STUDY ON MAGNET AND RF SYSTEMS OF A 5 MeV H- CYCLOTRON",
18P27,"B.N. Gikal","PROJECT OF THE DC-60 CYCLOTRON WITH SMOOTHLY ION ENERGY VARIATION FOR RESEARCH CENTER AT L.N.GUMILEV EUROASIA STATE UNIVERSITY IN ASTANA (KAZAKHSTAN)",
18P28,"N. Miyawaki","PROJECT OF THE JAERI SUPERCONDUCTING AVF CYCLOTRON FOR APPLICATIONS IN BIOTECHNOLOGY AND MATERIALS SCIENCE",
18P29,"Zhenguo Li","GENERAL ENGINEERING CONSIDERATION FOR THE 100MEV CYCLOTRON",
19A1,"J. Ishikawa"," REPORT (SUMMARY) OF THE 10TH INTERNATIONAL CONFERENCE ON ION SOURCES",
19A2,"S. Gammino","SUPERCONDUCTING ECR ION SOURCES: HIGH INTENSITY BEAMS EXTRACTION AND TRANSPORT",
19A3,"R. LEROY"," ION SOURCES AT GANIL",
19A4,"T. Nakagawa"," INTENSE HEAVY ION BEAM PRODUCTION FROM RIKEN ECRIS",
19A5,"H. W. Zhao"," DEVELOPMENT OF ECR ION SOURCES AT HIRFL",
19A6,"D. Leitner","FIRST RESULTS FOR  THE 28 GHZ OPERATION OF THE SUPERCONDUCTING ECR ION SOURCE VENUS",
19B1,"J. B. Flanz","OPERATION OF A CYCLOTRON BASED PROTON THERAPY FACILITY",
19B2,"T. Abe","THE ION-BEAM BREEDING MAKES GREAT SUCCESS IN PLANT BUSINESS",
19B3,"A. Denker","APPLICATIONS OF HIGH-ENERGY IONS IN MATERIALS SCIENCE",
19B5,"Onischenko L.M."," CYCLOTRON CYTRACK FOR MEMBRANE PRODUCTION",
19C1,"Yoshiharu Mori","DEVELOPMENTS OF FFAG ACCELERATOR ",
19C2,"J. Scott Berg","REVIEW OF CURRENT FFAG LATTICE STUDIES IN NORTH AMERICA",
19c3,"S. Koscielniak","NOVEL CONSTANT-FREQUENCY ACCELERATION TECHNIQUE FOR NON-SCALING MUON FFAGS",
19C4,"M. Tanigaki","CONSTRUCTION OF A FFAG ACCELERATOR COMPLEX FOR ADS STUDY",
19C5,"A. Sato","DESIGN AND CONSTRUCTION STATUS OF AN FFAG FOR THE PRISM PROJECT",
19C6,"H. Tanaka","HYBRID ACCELERATOR USING AN FFAG INJECTION SCHEME",
19P01,"F. Saito"," APPLICATION OF AN ELECTRO-CHEMICAL PROCEDURE TO THE PRODUCTION OF 18F-PHARMACEUTICALS",
19P02,"Sang Wook Kim"," A STEADY PRODUCTION OF [18F]FDG WITH KIRAMS-13 CYCLOTRON AT KIRAMS",
19P03,"Bong Hwan Hong"," DOUBLE-GRID [18O] WATER TARGET FOR KIRMAS-13",
19p04,"U. Holzwarth","PRODUCTION OF MINIATURIZED 72Se/72As POSITRON GENERATORS FOR APPLICATIONS IN MATERIALS SCIENCE",
19p05,"K. Abbas","USE OF THE SCANDITRONIX MC 40 CYCLOTRON OF THE JRC (EC) FOR FDG PRODUCTION IN COMPLIANCE WITH THE EUROPEAN GMP",
19P06,"A.A. Arzumanov"," TECHNIQUE FOR IRRADIATION OF NB-GA TARGETS AT KAZAKHSTAN ISOCHRONOUS CYCLOTRON",
19p07,"M. Anwar Chaudhri","CYCLOTRON PRODUCTION OF AC-225 FOR GENERATING TARGETED ALPHA THERAPY",
19p08,"K. Abbasa","DEVELOPMENTS IN ALPHA EMITTING RADIOISOTOPE PRODUCTION AT THE JOINT RESEARCH CENTRE (JRC) OF THE EUROPEAN COMMISSION",
19p09,"M. Anwar Chaudhri"," PRODUCTION OF SECONDARY NEUTRONS FROM PATIENTS DURING THERAPY WITH CARBON IONS, THEIR DOSE CONTRIBUTIONS AND POTENTIAL RISKS",
19P10,"A. I. Muminov"," INVESTIGATION OF ANGULAR DISTRIBUTIONS OF INSTANT GAMMA  RADIATION IN REACTION 93NB (Α, 2N) 95TC ",
19P11,"H. Takeichi"," DEVELOPMENT OF γ-RAY EMISSION IMAGING",
19P12,"N. S. Ishioka S. Watanabe"," EXTENSION OF THE IRRADIATION SYSTEM AT TIARA FOR PRODUCTION OF RADIOISOTOPES TO BE USED IN PLANT PHYSIOLOGY",
19P13,"Takashi Baba"," DESIGN OF A COMPACT FFAG ACCELERATOR WITH SPIRAL SECTOR MAGNET",
19P14,"Y. Arimoto","A STUDY OF THE PRISM-FFAG MAGNET",
19P15,"M. H. Rashid"," CUSPED MIRROR MAGNETIC FIELD FOR ELECTRON CYCLOTRON RESONANCE HEAVY ION SOURCE",
19P16,"R. Gebel"," NEGATIVE ION SOURCES AT THE INJECTOR CYCLOTRON FOR THE COOLER SYNCHROTRON COSY/JÜLICH",
19P17,"Y. Miyashita","A COMPACT 14.5 GHz ECR ION SOURCE AT TOHOKU UNIVERSITY",
19P18,"M. Dehnel & T. Stewart","AN INDUSTRIAL CYCLOTRON ION SOURCE & INJECTION SYSTEM",
19P19,"M. Leporis","DESIGN AND CONSTRUCTION OF THE NEW ION SOURCE DECRIS–4",
19P20,"Y. Ohshiro"," DEVELOPMENT OF AN ECR ION SOURCE AT CNS",
19P21,"Tianjue Zhang","H- CUSP SOURCE, INJECTION LINE AND CENTRAL REGION FOR 100 MeV COMPACT CYCLOTRON AT CIAE1",
19P22,"B. Mukherjee"," A RADIOLOGICAL SAFETY AND HEALTH PHYSICS DATABASE FOR CYCLOTRONS ACCELERATING PROTONS AND DEUTERONS UP TO 250 MEV",
19P23,"T. Inomata","SMALL CYCLOTRON FOR PET FREE FROM HIGH RADIOACTIVITIES",
19P24,"H. Ryuto","ROTATING CARBON DISK STRIPPER FOR INTENSE HEAVY-ION BEAMS",
19P25,"H. Ryuto","CHARGE STRIPPING PLAN OF THE RIKEN RI-BEAM FACTORY",
19P26,"A.Papash"," ON COMMERCIAL CYCLOTRON OF INTENSE PROTON BEAM OF 30 MEV ENERGY RANGE",
