div1o,N/A,N/A,
div1p,N/A,N/A,
div2o,N/A,N/A,
div2p,N/A,N/A,
div3o,N/A,N/A,
div3p,N/A,N/A,
div4o,N/A,N/A,
div4p,N/A,N/A,
div5o,N/A,N/A,
div5p,N/A,N/A,
div6o,N/A,N/A,
div6p,N/A,N/A,
div7o,N/A,N/A,
div7p,N/A,N/A,
div8o,N/A,N/A,
div8p,N/A,N/A,
div9o,N/A,N/A,
div9p,N/A,N/A,
fa1i01,"Farthing J.W.","Technical Preparations For Remote Participation At JET",
fa1o02,"Peryt M., Momal F.","Generic Repository and Search Engine for LHC Equipment Test Data",
fa1o03,"Dalesio L., Chesnut R., Hill J., Shoaee H.","EPICS Directions to Accomodate Large Projects and Incorporate New Technology",
fa1o04,"Gaspar C., Charpentier Ph., Franek B.","An Architecture and a Framework for the Design and Implementation of Large Control System",
fb1i01,"Korhonen T.","Review of Accelerator Timing Systems",
fb1i02,"Carwardine J., Lenkszus F.","Trends in the Use of Digital Technology for Control and Regulation of Power Supplies",
fb1o03,"Wijnands T., Herr W., Ribeiro P.","A Prototype ATM Network for Real Time Control of the LHC",
fb1o04,"Sidorowicz K.V., Leibfritz D., McDowell W.P.","The APS Control System Network Upgrade",
ma1i01,"Hunt S., Dach M., Grunder M., Heiniger M., Higgs C., Janousch M., Kapeller R., Korhonen T., Luedeke A., Pal T., Portmann W., Pruchova H., Schilcher T., Vermeulen D.","The Control and Data Acquisition System of the Swiss Light Source",
ma1i02,"Gurd D.P., DeVan W.R., Hammonds J., Lewis S.A., Smith J.D.","Plans for a Collaboratively Developed Distributed Control System for the Spallation Neutron Source",
ma1o03,"Niculescu M., Ambrosini G., Arik E., Beck H.-P., Cetin  S., Conka T., Fernandes  A., Francis D., Hasegawa Y., Joos M., Lehmann G., Lopez J., Mailov A., Mapelli L., Mornacchi G., Nagasaka Y., Nurdan  K., Petersen J., Prigent D., Rochez J., Spiwoks R., Trem","The Data-flow System of the ATLAS DAQ and Event Filter Prototype "-1" Project",
