,"E. Picasso","European Organization for Nuclear Reserach",3 7,
,"G.-A. Voss","The HERA-Project",7 11,
,"H. Herminghaus","Continuous Beam Electron Accelerators",11 17,
,"J. L. Laclare","Synchrotron Radiation Light Sources",17 22,
,"Y. Kimura","Highlights from Japan - Tristan and Post-Tristan Accelerators",22 27,
,"D. Proch","Superconducting RF Cavities for Accelerator Application",29 34,
,"C. Benvenuti, D. Bloess, E. Chiaveri, N. Hilleret, M. Minestrini, W. Weingarten","Preparation of Niobium Coated Copper Superconducting RF Cavities for the Large Electron Positron Collider",37 40,
,"G. Mueller, M. Hein, N. Klein, H. Piel, L. Ponto","Microwave Properties of the New High T<sub>c<\sub> Superconductors and their Prossible Application for Accelerator Cavities",40 43,
,"J. S. MacKay","Electron Beam Profile, Positron Systems and Measurements on the Daresbury SRS",43 46,
,"E. M. Sommer, J. C. Besson, P. Certain, A. Dael, A. Damany, P. Juan, A. Labeque, M. P. Level, P. C. Marin, J. Michaut, C. Monet-Descombey, P. Nghiem, R. Souchet, H. Zyngier","Commissioning of Super-ACO",46 49,
,"U. Amaldi, M. Bassetti, C. Biscari, J. Bisognano, R. Boni, I. E. Campisi, M. Castellano, N. Cavallo, G. Coignet, D. C. Fiander, U. Gambardella, E. Gianfelice, S. Kulinski, G. Modestino, L. Palumbo, P. Patteri, M. A. Preger, D. M. Ritson, M. Serio, P. Siev","A Flavour Factory and Nuclear Physics Facility Based on Superconducting Linacs",49 52,
,"A. Aragona, C. Biscari, R. Boni, M. Castellano, A. Cattoni, N. Cavallo, F. Cevenini, V. Chimenti, S. De Simone, G. Di Pirro, S. Faini, U. Gambardella, A. Ghigo, S. Guiducci, S. Kulinski, L. Maritato, G. Modestino, P. Patteri, M. Preger, C. Sanelli, M. Ser","The Linear Superconducting Accelerator Project LISA",52 55,
,"W. Bialowons, M. Bieler, H. -D. Bremer, F. -J. Decker, H. -C. Lewin, P. Schuett, G. -A. Voss, R. Wanzenberg, T. Weiland","The Transient Wake Field Transformer Experiment",55 58,
,"N. Angert","Ion Accelerators and Storage Rings",61 65,
,"I. S. K. Gardner","Review of Spallation Neutron Sources",65 70,
,"F. Bradamante","Meson Factories",70 75,
,"L. L. Reginato, D. L. Birx","Pulsed High-Power Beams",75 78,
,"A. Schempp","Space Charge Dominated, Low V/C Accelerators",78 83,
,"J. Arvieux","Sources and Accelerators for Polarized Ions: A Review",83 88,
,"R. Geller","Sources of Highly Charged Ions",88 93,
,"A. J. T. Holmes","The Development of High Current Singly Charged Ion Sources",93 98,
,"M. Allen","RF Power Sources",101 106,
,"H. Hahn","The Relativistic Heavy Ion Collider at Brookhaven",109 112,
,"S. P. Moeller","ASTRID, A Storage Ring for Ions and Electrons",112 115,
,"PA. Chamouard, M. Olivier, G. Rommel, A. Tkatchenko","Description and Commissioning of MIMAS, Booster Storage Ring for Heavy and Polarized Ions",115 118,
,"A. I. Warwick, T. J. Fessenden, D. Keefe, C. H. Kim, H. Meuth","Performance of MBE-4, An Experimental Multiple Beam Induction Linear Accelerator for Heavy Ions",118 121,
,"M. A. Allen, W. A. Barletta, D. L. Birx, J. K. Boyd, R. S. Callin, H. Deruyter, K. R. Eppley, W. R. Fowkes, W. B. Herrmannsfeldt, T. Higo, H. A. Hoag, D. B. Hopkins, T. Houck, T. L. Lavine, T. G. Lee, G. A. Loew, R. H. Miller, P. L. Morton, R. B. Palmer, ","Relativistic Klystron Research for High Gradient Accelerators",121 127,
,"P. A. Schmelzbach, M. Daum, S. Jaccard, T. Stammbach","Polarized Beams at PSI",127 130,
,"P. Leipe, H. Deitinghoff, H. Klein, K. Langbein, A. Schempp","Acceleration and Bunch Formation with Two Coupled RFQ's",130 133,
,"P. Sievers, M. Hoefert","A Mega Watt Electron Positron Conversion Target - A Conceptual Design",133 136,
,"M. Boussoukaya","New \elph<sub>-</sup> Sources Switched by Laser Beams",139 144,
,"A. Renieri","Free Electron Lasers",144 148,
,"K. Wille","B-Factories",148 153,
,"Y. Jongen","Accelerators for Radiotherapy",153 158,
,"K. Bethge","Accelerators in Industrial Applications",158 166,
,"E. Acerbi","Superconducting Cyclotrons",166 171,
,"M. Letournel","Brief Review of the Development of Electrostatic Accelerators and Continuing Work at Strasbourg",171 175,
,"S. X. Fang","Current Status of BEPC",175 179,
,"A. Hofmann","Beam Diagnostic Techniques, Observations and Comparison with Theory",181 186,
,"C. Bieth, E. Balanzat, D. Busardo, J. Meslage, P. Pierrard, M. Van Den Bossche","Industrial Applications of Heavy Ions Beams at GANIL",189 192,
,"W. Pohlit","Optimization of Cancer Treatment with Accelerator Produced Radiations",192 195,
,"Y. H. Chin","The Renormalized Theory of Beam-Beam Interaction",195 198,
,"G. H. Rees","Antoher Look at Coherent Longitudinal Instabilities of Bunched Beams",198 201,
,"I. Hofmann, S. Cocher, J. Struckmeier","Perspectives of Ultracold and Crystalline Ion Beams Cooled by Electrons",201 204,
,"A. Wolf, S. Baird, J. Bosser, M. Chanel, P. Dittner, M. Girardini, L. Huetten, C Habfast, H. Haseroth, C. E. Hill, P. Lefevre, R. Ley, D. Moehl, D. Manglunki, G. Molinari, A. Poncet, H. Poth, W. Schwab, B. Seligmann, J. Stein, G. Tranquille, J.-L. Vallet,","Results from Electron Cooling Experiments at LEAR",204 207,
,"C. J. Bocchetta, A. Wrulich","Effects of Ions in the Sincrotrone Trieste",207 210,
,"A. Wrulich","The Trieste Synchrotron Light Source ELETTRA",210 213,
,"E. Jones","The CERN ppBar Facility",215 218,
,"G. Brianti","The Large Hadron Collider (LHC) in the LEP Tunnel",218 223,
,"G. Dugan","The Tevatron: Status and Outlook",223 228,
,"A. W. Chao","Brief Comments on Nonlinear Dynamics Studies in Storage Rings",228 233,
,"A. I. Ageev, V. N. Alferov, A. D. Artemov, V. I. Balbekov, A. F. Dunaitsev, Yu. S. Fedotov, V. I. Gridasov, G. G. Gurov, G. A. Gusev, B. G. Karasev, V. V. Komarov, M. N. Kosyakin, O. V. Kurnayev, V. N. Lebedev, A. A. Logunov, E. L. Makeev, I. F. Malyshev,","The IHEP Accelerating and Storage Complex - Status and Development",233 237,
,"J. Peoples","The SSC Project",237 242,
,"C. Chen, W. Zhao","The Progress of Low Energy Particle Accelerators in China",242 247,
,"R. Bock","Energy Production with Accelerators",249 254,
,"S. Joly, Cl. Bonetti, F. Cocu, J. P. De Brion, R. Dei-Cas, J. Frehaut, G. Haouat, A. Herscovici, H. Leboutet, J. Sigaud","A High-Brightness Photo-Injector for a Free Electron Laser Proposal",257 260,
,"T.C. Katsouleas, J. M. Dawson, J. J. Su","Plasma Lens Work at UCLA",260 263,
,"B. F. Bayanov, A. D. Chernyakin, Yu. N. Petrov, G. I. Silvestrov, T. V. Sokolova","Large Cylindrical Lenses with Solid and Liquid Lithium",263 266,
