FR101,"R.B. Palmer","High Luminosity Muon Collider Design",
FR102,"P.B. Wilson","Advanced RF Power Sources for Linacs",
FR103,"S.Chattopadhyay","Role of Lasers in Linear Accelerators",
FR201,"G. Fortuna","Status of ALPI and Related Developments of Superconducting Structures",
FR202,"G. Geschonke","Superconducting Structures for High Intensity Linac Applications",
MO101,"W.K.H. Panofsky","TheCreation of SLAC Leading to 30 Years of Operation",
MO102,"M. Prome","Major Projects for the Use of High Power Linacs",
MO201,"B. Dunham","CEBAF, A Status Report",
MO202,"J. D. Schneider","APT Accelerator Technology",
MO203,"M. Pabst","Halo Simulation in a realistic proton Linac design",
MO204,"J.A. Nolen","Overview of Linac Applications at Future Radioactive Beam Facilities",
MO301,"W. Gai","Performance of the Argonne Wakefield Accelerator Facility and Initial Experimental Results",
MOP01,"A. Schempp","RFQ-, Chopping- and Funneling-Studies for the ESS-Injector Linac",
MOP02,"A. Schempp","Properties of the VE-RFQ-Injector for the ISL-Cyclotron",
MOP03,"A. Schempp","Design of compact RFQ's",
MOP04,"A. Schempp","Experiments with Heavy-Ion Beams and RF-Tests with the 27MHz High-Current Spiral-RFQ-Prototype",
MOP05,"A. Schempp","A Novel Design for Ion Beam Funneling by the use of a Two-Beam RFQ and a Multigap-deflector",
MOP06,"H. Deitinghoff","Beam Dynamics Calculations for the Acceleration of Different Ions in a Heavy Ion Linac",
MOP08,"Dr. R.C. Pardo","A Study of Beam Chopping Options for the ATLAS Positive Ion Linac",
MOP09,"K. W. Shepard","A Low-Frequency RFQ for a Low-Charge-State Injector for ATLAS",
MOP10,"D. Spence","Plasma Modified Production of High-current, High-purity cw H+, D+ and H- Beams from Microwave-driven Sources",
MOP11,"V. Stipp","The ANL 50 MeV H- Injector - 35 year anniversary",
MOP12,"C. Hovater","The CEBAF RF Separator System",
MOP14,"J. Pozimski","Investigation of Space Charge Compensated Transport by Use of a Gabor Plasma Lens",
MOP15,"R. Dölling","Investigation of Space-Charge Compensation with Residual-Gas-Ion Energy Analyser",
MOP16,"R.W de Leeuw","Design and Construction of Standing Wave Accelerating Structures at TUE",
MOP17,"R.W. de Leeuw","Electromagnetic Fields in Periodic Linear Travelling-Wave Structures",
MOP18,"W.H.C. Theuws","The 75 MeV Racetrack Microtron Eindhoven",
MOP19,"I.S. Ko","Operational Status of PLS 2-GeV Electron Linac",
MOP20,"I.S. Ko","Current Status of Control Systems for PLS 2-GeV Linac",
MOP21,"I.S. Ko","Klystron Modulator System Availability of PLS 2-GeV Electron Linac",
MOP22,"M. Castellano","Conclusions from the LISA Superconducting Linac Experience",
MOP23,"C. Pagani","A High Current Proton Linac with 352 MHz SC Cavities",
MOP24,"M. Minestrini","Preliminary Results on Niobium Sputtered Films inside Tesla Type Cavities",
MOP26,"P. Young","Progress Update on the Development of the 3He Linac for PET Isotope Production",
MOP27,"M. I. Ayzatsky","Operating Performances and Current Status of the Laser Injector Complex Facility (LIC)",
